,g,date,age,tm,,opp,gs,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-
72,49,2017-03-18,28-002,LAC,W (+30),CLE,1,31:06,10,17,.588,1,2,.500,2,4,.500,1,7,8,4,0,0,0,1,23,19.5,+16
73,50,2017-03-20,28-004,LAC,W (+9),NYK,1,30:51,12,19,.632,3,4,.750,3,7,.429,3,3,6,2,1,1,1,3,30,23.8,+21
74,51,2017-03-21,28-005,LAC,W (+24),LAL,1,25:58,2,9,.222,1,4,.250,7,8,.875,1,2,3,8,0,0,4,2,12,8.2,+18
75,52,2017-03-23,28-007,LAC,L (-2),DAL,1,38:34,9,23,.391,1,3,.333,2,4,.500,0,5,5,2,1,0,4,1,21,7.2,-1
76,53,2017-03-25,28-009,LAC,W (+13),UTA,1,32:35,6,16,.375,1,5,.200,2,2,1.000,0,6,6,1,3,0,0,2,15,10.9,+2
77,54,2017-03-26,28-010,LAC,L (-1),SAC,1,32:04,6,11,.545,2,4,.500,3,4,.750,0,6,6,4,1,0,3,1,17,13.5,+11
78,55,2017-03-29,28-013,LAC,W (+9),WAS,1,39:59,10,16,.625,0,2,.000,6,8,.750,1,9,10,9,2,0,2,3,26,26.5,+21
79,56,2017-03-30,28-014,LAC,W (+6),PHO,1,38:12,12,19,.632,2,2,1.000,5,7,.714,0,7,7,2,2,0,3,4,31,22.6,+7
80,57,2017-04-01,28-016,LAC,W (+11),LAL,1,40:02,12,15,.800,4,7,.571,8,9,.889,2,6,8,5,1,0,2,5,36,33.6,+22
81,58,2017-04-05,28-020,LAC,W (+11),DAL,1,37:42,11,14,.786,2,4,.500,8,10,.800,0,4,4,6,1,0,1,3,32,30.0,+20
82,59,2017-04-08,28-023,LAC,W (+11),SAS,1,36:27,7,19,.368,0,4,.000,4,4,1.000,1,7,8,1,0,1,2,3,18,8.5,+9
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,60,2017-04-10,28-025,LAC,W (+29),HOU,1,26:58,6,11,.545,0,0,,6,6,1.000,2,6,8,2,0,0,3,3,18,13.1,+24
85,61,2017-04-12,28-027,LAC,W (+20),SAC,1,33:39,6,14,.429,0,3,.000,3,3,1.000,2,7,9,8,1,0,0,2,15,16.9,+18
0,1,2017-10-19,28-217,LAC,W (+16),LAL,1,33:52,12,23,.522,3,6,.500,2,2,1.000,2,10,12,3,2,0,4,2,29,21.4,+20
1,2,2017-10-21,28-219,LAC,W (+42),PHO,1,27:31,7,13,.538,3,5,.600,12,14,.857,1,7,8,4,1,1,3,2,29,25.4,+15
2,3,2017-10-24,28-222,LAC,W (+18),UTA,1,36:43,8,17,.471,2,7,.286,4,6,.667,1,8,9,6,0,1,2,1,22,18.1,+24
3,4,2017-10-26,28-224,LAC,W (+1),POR,1,40:22,10,16,.625,2,5,.400,3,8,.375,2,6,8,5,1,0,3,1,25,20.1,+3
4,5,2017-10-28,28-226,LAC,L (-8),DET,1,38:49,5,18,.278,2,6,.333,7,10,.700,2,9,11,4,0,0,2,3,19,10.9,-3
5,6,2017-10-30,28-228,LAC,L (-28),GSW,1,29:31,4,10,.400,2,4,.500,6,8,.750,1,2,3,4,1,0,3,4,16,10.3,-23
6,7,2017-11-01,28-230,LAC,W (+21),DAL,1,28:14,7,12,.583,2,4,.500,4,4,1.000,0,6,6,7,1,0,2,1,20,19.7,+8
7,8,2017-11-04,28-233,LAC,L (-9),MEM,1,36:38,10,17,.588,1,3,.333,9,11,.818,2,9,11,2,2,1,5,3,30,23.3,-3
8,9,2017-11-05,28-234,LAC,L (-3),MIA,1,36:55,8,18,.444,2,5,.400,5,7,.714,1,7,8,4,2,0,2,5,23,16.4,-1
9,10,2017-11-07,28-236,LAC,L (-13),SAS,1,34:27,4,13,.308,2,7,.286,5,6,.833,0,9,9,6,0,0,1,1,15,12.6,-20
10,11,2017-11-10,28-239,LAC,L (-9),OKC,1,39:43,5,19,.263,1,7,.143,6,6,1.000,0,6,6,5,1,0,2,2,17,9.2,-3
11,12,2017-11-11,28-240,LAC,L (-8),NOP,1,38:17,9,27,.333,2,8,.250,6,7,.857,2,2,4,6,1,0,3,0,26,14.5,-13
12,13,2017-11-13,28-242,LAC,L (-4),PHI,1,36:04,10,25,.400,3,8,.375,6,8,.750,3,3,6,5,0,1,5,4,29,15.3,+1
13,14,2017-11-17,28-246,LAC,L (-5),CLE,1,42:02,8,25,.320,2,8,.250,5,6,.833,1,11,12,5,2,1,1,2,23,16.7,-8
14,15,2017-11-18,28-247,LAC,L (-15),CHO,1,35:24,6,17,.353,2,5,.400,5,7,.714,1,7,8,4,0,1,3,4,19,10.4,-14
15,16,2017-11-20,28-249,LAC,L (-22),NYK,1,33:29,6,18,.333,2,7,.286,7,8,.875,1,3,4,5,2,0,4,6,21,11.1,-20
16,17,2017-11-22,28-251,LAC,W (+13),ATL,1,37:14,9,19,.474,3,8,.375,5,8,.625,2,8,10,10,1,0,6,3,26,19.7,+11
17,18,2017-11-25,28-254,LAC,W (+2),SAC,1,38:26,13,25,.520,2,7,.286,5,5,1.000,2,2,4,5,1,0,2,2,33,24.4,+7
18,19,2017-11-27,28-256,LAC,W (+5),LAL,1,36:14,9,21,.429,3,6,.500,5,6,.833,1,10,11,6,0,0,3,2,26,18.6,+12
19,,2017-11-30,28-259,LAC,L (-19),UTA,Inactive,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,2017-12-02,28-261,LAC,L (-26),DAL,Inactive,,,,,,,,,,,,,,,,,,,,,
22,,2017-12-03,28-262,LAC,L (-6),MIN,Inactive,,,,,,,,,,,,,,,,,,,,,
23,,2017-12-06,28-265,LAC,L (-6),MIN,Inactive,,,,,,,,,,,,,,,,,,,,,
24,,2017-12-09,28-268,LAC,W (+1),WAS,Inactive,,,,,,,,,,,,,,,,,,,,,
25,,2017-12-11,28-270,LAC,W (+5),TOR,Inactive,,,,,,,,,,,,,,,,,,,,,
26,,2017-12-13,28-272,LAC,W (+11),ORL,Inactive,,,,,,,,,,,,,,,,,,,,,
27,,2017-12-15,28-274,LAC,L (-9),WAS,Inactive,,,,,,,,,,,,,,,,,,,,,
28,,2017-12-16,28-275,LAC,L (-5),MIA,Inactive,,,,,,,,,,,,,,,,,,,,,
29,,2017-12-18,28-277,LAC,L (-18),SAS,Inactive,,,,,,,,,,,,,,,,,,,,,
30,,2017-12-20,28-279,LAC,W (+13),PHO,Inactive,,,,,,,,,,,,,,,,,,,,,
31,,2017-12-22,28-281,LAC,W (+10),HOU,Inactive,,,,,,,,,,,,,,,,,,,,,
32,,2017-12-23,28-282,LAC,L (-3),MEM,Inactive,,,,,,,,,,,,,,,,,,,,,
33,,2017-12-26,28-285,LAC,W (+27),SAC,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
34,20,2017-12-29,28-288,LAC,W (+15),LAL,1,32:10,6,15,.400,1,3,.333,11,12,.917,4,2,6,6,1,0,4,3,24,18.9,+11
35,21,2017-12-31,28-290,LAC,W (+8),CHO,1,33:07,9,17,.529,2,6,.333,5,6,.833,0,7,7,6,1,2,4,3,25,19.8,+19
36,22,2018-01-02,28-292,LAC,W (+8),MEM,1,35:56,9,18,.500,1,4,.250,2,3,.667,0,6,6,8,0,0,2,0,21,17.0,-4
37,23,2018-01-04,28-294,LAC,L (-10),OKC,1,32:55,8,19,.421,2,6,.333,6,8,.750,3,6,9,7,0,0,1,2,24,20.1,-12
38,24,2018-01-06,28-296,LAC,L (-16),GSW,1,9:49,1,2,.500,0,1,.000,3,4,.750,0,2,2,1,0,1,2,1,5,3.2,-8
39,,2018-01-08,28-298,LAC,W (+1),ATL,Inactive,,,,,,,,,,,,,,,,,,,,,
40,,2018-01-10,28-300,LAC,W (+19),GSW,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,25,2018-01-11,28-301,LAC,W (+6),SAC,1,32:53,5,14,.357,2,7,.286,6,6,1.000,4,8,12,6,1,0,4,1,18,16.2,-3
43,26,2018-01-13,28-303,LAC,W (+21),SAC,1,28:39,3,8,.375,1,4,.250,4,4,1.000,1,3,4,9,0,0,5,2,11,8.7,+22
44,27,2018-01-15,28-305,LAC,W (+11),HOU,1,34:37,11,22,.500,0,4,.000,7,8,.875,2,8,10,6,1,0,5,3,29,20.4,+11
45,28,2018-01-17,28-307,LAC,W (+5),DEN,1,36:28,9,19,.474,1,3,.333,1,4,.250,5,7,12,4,1,0,5,3,20,12.3,0
46,29,2018-01-20,28-310,LAC,L (-12),UTA,1,37:40,8,15,.533,3,7,.429,6,8,.750,1,7,8,3,1,0,3,4,25,18.2,-7
47,30,2018-01-22,28-312,LAC,L (-8),MIN,1,36:42,13,21,.619,2,8,.250,4,7,.571,1,10,11,12,1,0,4,4,32,28.8,-14
48,31,2018-01-24,28-314,LAC,L (-11),BOS,1,33:57,8,21,.381,1,7,.143,6,7,.857,0,5,5,3,2,0,2,0,23,14.7,-11
49,32,2018-01-26,28-316,LAC,W (+9),MEM,1,36:37,5,12,.417,3,5,.600,1,2,.500,0,8,8,5,2,0,2,1,14,12.7,+10
50,33,2018-01-28,28-318,LAC,W (+9),NOP,1,37:14,10,22,.455,4,6,.667,3,3,1.000,0,12,12,7,1,0,0,3,27,23.9,+17
51,,2018-01-30,28-320,DET,W (+11),CLE,Inactive,,,,,,,,,,,,,,,,,,,,,
52,34,2018-02-01,28-322,DET,W (+2),MEM,1,35:15,6,12,.500,1,3,.333,11,13,.846,1,9,10,5,0,2,0,3,24,24.3,+23
53,35,2018-02-03,28-324,DET,W (+4),MIA,1,36:19,6,19,.316,1,6,.167,3,4,.750,4,5,9,7,1,0,3,4,16,10.3,+2
54,36,2018-02-05,28-326,DET,W (+20),POR,1,30:03,9,21,.429,3,7,.429,0,0,,1,8,9,6,0,0,2,2,21,14.4,+18
55,37,2018-02-07,28-328,DET,W (+9),BRK,1,33:36,9,19,.474,1,5,.200,6,7,.857,1,2,3,7,2,0,2,2,25,20.3,+4
56,38,2018-02-09,28-330,DET,L (-13),LAC,1,35:02,7,19,.368,1,7,.143,4,5,.800,0,8,8,6,0,1,1,3,19,13.2,-3
57,39,2018-02-11,28-332,DET,L (-3),ATL,1,33:45,7,21,.333,3,10,.300,6,6,1.000,3,4,7,6,1,0,2,3,23,16.4,-21
58,40,2018-02-12,28-333,DET,L (-15),NOP,1,31:35,8,17,.471,1,6,.167,5,6,.833,2,4,6,3,1,0,5,3,22,12.4,-8
59,41,2018-02-14,28-335,DET,W (+6),ATL,1,36:10,4,10,.400,4,7,.571,1,3,.333,1,11,12,9,0,1,6,2,13,11.0,+11
60,42,2018-02-23,28-344,DET,L (-12),BOS,1,35:19,5,19,.263,2,5,.400,5,5,1.000,0,4,4,1,0,0,6,4,17,0.0,-9
61,43,2018-02-25,28-346,DET,L (-16),CHO,1,30:40,10,18,.556,0,3,.000,0,0,,0,4,4,4,0,0,6,5,20,7.4,-9
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,44,2018-02-26,28-347,DET,L (-29),TOR,1,32:54,4,12,.333,0,3,.000,4,6,.667,0,1,1,5,0,0,2,3,12,5.0,-20
64,45,2018-02-28,28-349,DET,W (+23),MIL,1,25:00,3,10,.300,0,4,.000,2,2,1.000,2,7,9,7,0,0,3,0,8,7.6,+6
65,46,2018-03-02,28-351,DET,L (-9),ORL,1,34:06,5,14,.357,0,1,.000,2,4,.500,1,9,10,9,0,1,2,2,12,11.0,-10
66,47,2018-03-03,28-352,DET,L (-9),MIA,1,36:22,10,21,.476,3,6,.500,8,8,1.000,0,4,4,6,0,0,1,1,31,24.3,+7
67,48,2018-03-05,28-354,DET,L (-22),CLE,1,29:00,10,22,.455,3,5,.600,2,5,.400,2,6,8,5,1,0,1,1,25,18.7,-15
68,49,2018-03-07,28-356,DET,L (-2),TOR,1,37:48,12,21,.571,3,6,.500,4,8,.500,0,3,3,4,2,2,3,3,31,22.4,-1
69,50,2018-03-09,28-358,DET,W (+16),CHI,1,34:49,9,17,.529,3,7,.429,4,4,1.000,1,7,8,8,0,0,3,2,25,21.3,+19
70,51,2018-03-13,28-362,DET,L (-31),UTA,1,28:52,5,16,.313,1,5,.200,2,2,1.000,0,2,2,2,0,0,3,1,13,2.4,-18
71,52,2018-03-15,28-364,DET,L (-7),DEN,1,36:54,9,21,.429,5,8,.625,3,3,1.000,1,5,6,9,1,0,2,3,26,21.2,+1
72,53,2018-03-17,29-001,DET,L (-13),POR,1,36:26,6,17,.353,1,4,.250,2,3,.667,1,5,6,7,0,0,2,2,15,9.4,-9
73,54,2018-03-19,29-003,DET,W (+16),SAC,1,36:06,9,18,.500,3,5,.600,5,6,.833,1,8,9,7,0,1,1,0,26,24.3,+14
74,55,2018-03-20,29-004,DET,W (+27),PHO,1,32:25,9,15,.600,3,7,.429,5,5,1.000,2,7,9,10,0,1,0,1,26,29.9,+26
75,56,2018-03-22,29-006,DET,L (-4),HOU,1,41:56,9,22,.409,1,7,.143,2,3,.667,2,8,10,10,2,0,4,4,21,16.0,+7
76,57,2018-03-24,29-008,DET,W (+22),CHI,1,26:20,4,8,.500,2,5,.400,0,0,,1,3,4,9,0,0,4,1,10,9.5,+17
77,58,2018-03-26,29-010,DET,W (+6),LAL,1,24:19,6,9,.667,2,3,.667,1,3,.333,0,5,5,3,0,0,2,6,15,9.5,+4
78,,2018-03-29,29-013,DET,W (+11),WAS,Inactive,,,,,,,,,,,,,,,,,,,,,
79,,2018-03-31,29-015,DET,W (+6),NYK,Inactive,,,,,,,,,,,,,,,,,,,,,
80,,2018-04-01,29-016,DET,W (+12),BRK,Inactive,,,,,,,,,,,,,,,,,,,,,
81,,2018-04-04,29-019,DET,L (-7),PHI,Inactive,,,,,,,,,,,,,,,,,,,,,
82,,2018-04-06,29-021,DET,W (+7),DAL,Inactive,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,2018-04-08,29-023,DET,L (-13),MEM,Inactive,,,,,,,,,,,,,,,,,,,,,
85,,2018-04-09,29-024,DET,L (-10),TOR,Inactive,,,,,,,,,,,,,,,,,,,,,
86,,2018-04-11,29-026,DET,W (+32),CHI,Inactive,,,,,,,,,,,,,,,,,,,,,
0,1,2018-10-17,29-215,DET,W (+3),BRK,1,34:17,8,17,.471,1,1,1.000,9,11,.818,2,6,8,6,0,0,1,0,26,22.9,+8
1,2,2018-10-20,29-218,DET,W (+2),CHI,1,34:34,12,23,.522,5,7,.714,4,6,.667,4,8,12,5,0,1,0,1,33,29.9,+17
2,3,2018-10-23,29-221,DET,W (+1),PHI,1,44:02,20,35,.571,5,10,.500,5,11,.455,3,11,14,6,0,1,1,4,50,38.8,+4
3,4,2018-10-25,29-223,DET,W (+7),CLE,1,36:03,9,13,.692,4,5,.800,4,5,.800,3,7,10,3,1,1,6,3,26,20.9,+6
4,5,2018-10-27,29-225,DET,L (-20),BOS,1,30:13,2,13,.154,0,4,.000,3,4,.750,0,6,6,3,0,0,3,1,7,-1.2,-14
5,6,2018-10-30,29-228,DET,L (-3),BOS,1,34:22,8,17,.471,0,4,.000,8,8,1.000,0,15,15,3,0,1,5,5,24,15.6,-13
6,7,2018-10-31,29-229,DET,L (-1),BRK,1,41:40,8,18,.444,4,8,.500,5,7,.714,2,7,9,4,2,1,6,5,25,15.8,-14
7,8,2018-11-03,29-232,DET,L (-10),PHI,1,37:02,12,21,.571,2,7,.286,12,16,.750,1,12,13,6,2,0,7,5,38,28.0,-9
8,9,2018-11-05,29-234,DET,L (-5),MIA,1,40:04,8,21,.381,2,8,.250,6,8,.750,3,12,15,7,1,0,4,6,24,16.9,+15
9,10,2018-11-07,29-236,DET,W (+7),ORL,1,35:08,7,17,.412,1,5,.200,5,6,.833,1,4,5,3,1,0,3,3,20,11.3,-8
10,11,2018-11-09,29-238,DET,W (+15),ATL,1,25:57,2,10,.200,1,5,.200,1,3,.333,0,9,9,9,2,0,1,2,6,8.2,+22
11,12,2018-11-11,29-240,DET,L (-10),CHO,1,30:26,4,16,.250,0,5,.000,2,3,.667,3,3,6,5,0,1,3,3,10,3.0,-19
12,13,2018-11-14,29-243,DET,W (+2),TOR,1,39:36,13,22,.591,3,8,.375,1,2,.500,1,11,12,3,3,2,5,2,30,24.1,+6
13,14,2018-11-19,29-248,DET,W (+11),CLE,1,37:13,7,12,.583,2,4,.500,5,5,1.000,1,11,12,5,1,1,5,4,21,18.0,+20
14,15,2018-11-21,29-250,DET,L (-2),HOU,1,38:07,9,21,.429,6,9,.667,13,15,.867,5,6,11,4,0,0,9,5,37,22.2,-9
15,16,2018-11-23,29-252,DET,W (+5),HOU,1,43:26,9,18,.500,2,6,.333,8,12,.667,2,7,9,4,0,0,4,3,28,18.5,+5
16,17,2018-11-25,29-254,DET,W (+11),PHO,1,35:18,7,16,.438,2,8,.250,0,0,,0,3,3,11,0,0,5,2,16,10.4,+7
17,18,2018-11-27,29-256,DET,W (+7),NYK,1,36:02,9,21,.429,0,5,.000,12,16,.750,0,4,4,5,0,0,2,0,30,20.0,0
18,19,2018-11-30,29-259,DET,W (+19),CHI,1,31:03,7,12,.583,2,4,.500,4,7,.571,1,9,10,5,0,0,2,5,20,16.1,+21
19,20,2018-12-01,29-260,DET,W (+9),GSW,1,34:10,9,22,.409,2,9,.222,6,6,1.000,0,6,6,5,0,0,2,1,26,17.1,+3
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,2018-12-03,29-262,DET,L (-27),OKC,1,30:27,7,18,.389,3,8,.375,3,4,.750,1,4,5,4,2,1,1,0,20,16.2,-22
22,22,2018-12-05,29-264,DET,L (-23),MIL,1,30:17,11,22,.500,4,11,.364,5,6,.833,0,7,7,4,0,1,7,2,31,17.4,-17
23,23,2018-12-07,29-266,DET,L (-6),PHI,1,37:45,7,15,.467,0,2,.000,17,24,.708,2,10,12,6,0,0,4,5,31,23.1,-6
24,24,2018-12-09,29-268,DET,L (-8),NOP,1,37:49,13,25,.520,4,9,.444,5,8,.625,0,5,5,2,1,1,3,1,35,22.7,-11
25,,2018-12-10,29-269,DET,L (-14),PHI,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
26,25,2018-12-12,29-271,DET,L (-1),CHO,1,36:24,9,16,.563,3,6,.500,5,9,.556,0,10,10,7,0,1,2,2,26,22.6,-1
27,26,2018-12-15,29-274,DET,W (+9),BOS,1,35:49,8,16,.500,1,2,.500,10,13,.769,2,6,8,6,1,0,5,2,27,20.4,-4
28,27,2018-12-17,29-276,DET,L (-3),MIL,1,34:57,4,13,.308,2,7,.286,9,12,.750,0,10,10,11,1,0,10,3,19,10.8,-2
29,28,2018-12-19,29-278,DET,W (+6),MIN,1,41:53,13,22,.591,5,10,.500,3,6,.500,1,7,8,4,0,1,2,4,34,25.3,+15
30,29,2018-12-21,29-280,DET,L (-12),CHO,1,36:50,8,16,.500,0,4,.000,7,9,.778,1,6,7,5,0,1,2,4,23,17.3,-7
31,30,2018-12-23,29-282,DET,L (-3),ATL,1,39:12,4,14,.286,1,7,.143,6,9,.667,0,7,7,3,1,0,5,3,15,4.6,+5
32,31,2018-12-26,29-285,DET,W (+11),WAS,1,34:14,9,19,.474,4,9,.444,1,1,1.000,2,7,9,6,2,1,4,1,23,19.3,+11
33,32,2018-12-28,29-287,DET,L (-37),IND,1,31:43,6,14,.429,3,7,.429,3,3,1.000,1,6,7,5,0,0,7,3,18,8.4,-23
34,33,2018-12-30,29-289,DET,L (-2),ORL,1,33:47,4,10,.400,1,2,.500,6,6,1.000,0,2,2,5,1,0,1,2,15,12.9,-4
35,34,2019-01-01,29-291,DET,L (-23),MIL,1,33:07,9,20,.450,4,9,.444,7,7,1.000,4,5,9,4,1,1,6,5,29,19.4,-19
36,35,2019-01-02,29-292,DET,W (+7),MEM,1,38:56,11,23,.478,2,8,.250,2,5,.400,1,7,8,7,2,0,0,3,26,21.6,+13
37,36,2019-01-05,29-295,DET,L (-5),UTA,1,39:27,13,21,.619,3,7,.429,5,6,.833,2,8,10,5,2,0,3,2,34,29.6,+10
38,37,2019-01-07,29-297,DET,L (-12),SAS,1,37:15,13,21,.619,2,5,.400,6,6,1.000,0,2,2,8,0,0,3,1,34,27.3,+4
39,38,2019-01-09,29-299,DET,L (-13),LAL,1,37:16,6,14,.429,2,8,.250,2,2,1.000,0,0,0,6,1,0,4,3,16,8.6,-22
40,,2019-01-10,29-300,DET,L (-10),SAC,Inactive,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,39,2019-01-12,29-302,DET,W (+5),LAC,1,40:04,13,23,.565,5,13,.385,13,14,.929,0,8,8,5,3,1,4,4,44,36.7,+12
43,40,2019-01-14,29-304,DET,L (-6),UTA,1,35:51,7,17,.412,3,11,.273,2,2,1.000,0,4,4,4,1,1,4,3,19,10.4,-8
44,41,2019-01-16,29-306,DET,W (+5),ORL,1,40:15,11,18,.611,1,2,.500,7,10,.700,0,4,4,5,0,2,2,2,30,23.9,0
45,42,2019-01-18,29-308,DET,W (+5),MIA,1,37:17,10,24,.417,3,9,.333,9,11,.818,2,9,11,9,1,0,5,3,32,23.6,-1
46,43,2019-01-19,29-309,DET,L (-2),SAC,1,37:52,12,23,.522,1,4,.250,13,15,.867,3,3,6,3,3,0,5,4,38,27.4,-14
47,44,2019-01-21,29-311,DET,L (-14),WAS,1,35:59,9,16,.563,4,7,.571,7,11,.636,0,9,9,4,0,0,3,2,29,21.5,-5
48,45,2019-01-23,29-313,DET,W (+4),NOP,1,37:51,14,28,.500,4,9,.444,5,6,.833,2,7,9,7,1,0,1,2,37,30.2,+7
49,46,2019-01-25,29-315,DET,L (-5),DAL,1,39:52,12,24,.500,3,9,.333,8,11,.727,3,4,7,4,1,0,6,2,35,22.1,+2
50,47,2019-01-29,29-319,DET,L (-10),MIL,1,38:48,6,16,.375,3,9,.333,3,4,.750,1,6,7,9,0,0,5,5,18,10.6,-5
51,48,2019-01-31,29-321,DET,W (+4),DAL,1,39:25,8,26,.308,2,7,.286,6,8,.750,4,6,10,6,1,0,2,3,24,14.8,+5
52,49,2019-02-02,29-323,DET,L (-10),LAC,1,42:22,9,23,.391,3,12,.250,3,4,.750,0,11,11,6,0,0,5,5,24,11.6,+1
53,50,2019-02-04,29-325,DET,W (+26),DEN,1,23:27,6,8,.750,1,1,1.000,4,5,.800,2,5,7,4,0,1,5,1,17,14.4,+12
54,51,2019-02-05,29-326,DET,W (+13),NYK,1,38:06,10,17,.588,3,6,.500,6,8,.750,1,5,6,8,0,0,5,3,29,21.9,+24
55,52,2019-02-08,29-329,DET,W (+17),NYK,1,28:54,6,13,.462,2,7,.286,12,15,.800,2,4,6,4,0,0,3,2,26,19.7,+7
56,53,2019-02-11,29-332,DET,W (+9),WAS,1,39:55,12,23,.522,4,10,.400,3,4,.750,2,7,9,9,0,0,2,5,31,25.1,-2
57,54,2019-02-13,29-334,DET,L (-8),BOS,1,36:48,10,19,.526,4,8,.500,8,12,.667,3,5,8,5,0,0,2,2,32,25.4,+1
58,55,2019-02-22,29-343,DET,W (+3),ATL,1,23:02,6,13,.462,2,6,.333,1,2,.500,1,3,4,1,0,1,2,1,15,8.5,+20
59,56,2019-02-23,29-344,DET,W (+23),MIA,1,33:22,7,19,.368,2,8,.250,4,7,.571,1,3,4,6,0,0,3,3,20,9.9,+21
60,57,2019-02-25,29-346,DET,W (+4),IND,1,35:24,6,18,.333,5,10,.500,3,8,.375,2,8,10,10,1,0,2,2,20,16.8,+7
61,58,2019-02-27,29-348,DET,L (-12),SAS,1,35:01,6,18,.333,3,7,.429,2,2,1.000,1,6,7,7,0,0,1,2,17,12.4,-14
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,59,2019-03-02,29-351,DET,W (+36),CLE,1,26:24,6,10,.600,2,4,.500,0,0,,2,5,7,9,0,1,3,0,14,16.3,+22
64,60,2019-03-03,29-352,DET,W (+5),TOR,1,42:10,9,21,.429,2,8,.250,7,10,.700,1,6,7,1,0,1,5,2,27,12.8,-5
65,61,2019-03-06,29-355,DET,W (+17),MIN,1,29:48,4,13,.308,0,4,.000,1,2,.500,1,5,6,7,2,0,0,3,9,9.0,+8
66,62,2019-03-08,29-357,DET,W (+8),CHI,1,33:06,10,19,.526,3,9,.333,4,5,.800,1,2,3,3,0,0,3,2,27,16.9,-2
67,63,2019-03-10,29-359,DET,W (+23),CHI,1,26:49,10,14,.714,3,6,.500,5,6,.833,1,5,6,5,1,0,1,1,28,27.1,+19
68,64,2019-03-11,29-360,DET,L (-28),BRK,1,25:57,1,10,.100,1,5,.200,7,8,.875,2,5,7,6,1,0,4,2,10,6.3,-20
69,65,2019-03-13,29-362,DET,L (-34),MIA,1,29:58,4,9,.444,2,6,.333,3,4,.750,0,4,4,3,1,1,3,2,13,9.1,-32
70,66,2019-03-15,29-364,DET,W (+14),LAL,1,33:55,3,12,.250,2,6,.333,7,12,.583,0,2,2,9,0,0,4,2,15,7.9,+17
71,67,2019-03-17,30-001,DET,W (+3),TOR,1,32:36,9,21,.429,4,8,.500,3,5,.600,2,6,8,3,0,0,5,5,25,11.4,-2
72,,2019-03-18,30-002,DET,L (-7),CLE,Inactive,,,,,,,,,,,,,,,,,,,,,
73,68,2019-03-21,30-005,DET,W (+20),PHO,1,30:49,4,17,.235,2,11,.182,7,10,.700,1,6,7,8,1,1,2,4,17,11.7,+6
74,69,2019-03-23,30-007,DET,L (-5),POR,1,35:15,10,18,.556,3,8,.375,4,4,1.000,0,2,2,6,1,0,2,3,27,21.0,+1
75,70,2019-03-24,30-008,DET,L (-7),GSW,1,33:03,6,14,.429,3,7,.429,9,10,.900,1,5,6,8,0,0,1,1,24,22.6,-14
76,71,2019-03-26,30-010,DET,L (-3),DEN,1,37:58,12,32,.375,2,10,.200,3,4,.750,6,9,15,5,1,0,2,2,29,19.6,+14
77,72,2019-03-28,30-012,DET,W (+17),ORL,1,32:43,8,18,.444,2,5,.400,2,3,.667,2,8,10,5,1,0,3,3,20,14.3,+16
78,,2019-03-30,30-014,DET,W (+9),POR,Did Not Dress,,,,,,,,,,,,,,,,,,,,,
79,,2019-04-01,30-016,DET,L (-9),IND,Inactive,,,,,,,,,,,,,,,,,,,,,
80,,2019-04-03,30-018,DET,L (-19),IND,Inactive,,,,,,,,,,,,,,,,,,,,,
81,73,2019-04-05,30-020,DET,L (-13),OKC,1,34:35,11,20,.550,9,14,.643,14,16,.875,0,7,7,3,2,0,1,0,45,39.8,-11
82,74,2019-04-07,30-022,DET,L (-13),CHO,1,33:32,5,18,.278,2,11,.182,4,5,.800,1,3,4,4,0,0,4,3,16,4.2,-6
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,75,2019-04-09,30-024,DET,W (+7),MEM,1,18:21,2,5,.400,1,2,.500,0,0,,0,2,2,1,1,1,0,2,5,4.5,-10
85,,2019-04-10,30-025,DET,W (+26),NYK,Inactive,,,,,,,,,,,,,,,,,,,,,
0,,2019-10-23,30-221,DET,W (+9),IND,Inactive,,,,,,,,,,,,,,,,,,,,,
1,,2019-10-24,30-222,DET,L (-17),ATL,Inactive,,,,,,,,,,,,,,,,,,,,,
2,,2019-10-26,30-224,DET,L (-6),PHI,Inactive,,,,,,,,,,,,,,,,,,,,,
3,,2019-10-28,30-226,DET,W (+2),IND,Inactive,,,,,,,,,,,,,,,,,,,,,
4,,2019-10-30,30-228,DET,L (-12),TOR,Inactive,,,,,,,,,,,,,,,,,,,,,
5,,2019-11-01,30-230,DET,L (-6),CHI,Inactive,,,,,,,,,,,,,,,,,,,,,
6,,2019-11-02,30-231,DET,W (+4),BRK,Inactive,,,,,,,,,,,,,,,,,,,,,
